chrom	start	end	strand	trid	geneid
chr9	128663512	128663557	-	stmg_minus_chr9.31.1	stmg_minus_chr9.31
chr9	133224914	133224946	-	stmg_minus_chr9.32.1	stmg_minus_chr9.32
chr9	133225149	133225250	-	stmg_minus_chr9.32.1	stmg_minus_chr9.32
chr9	133226140	133226208	-	stmg_minus_chr9.32.1	stmg_minus_chr9.32
chr9	133226773	133226843	-	stmg_minus_chr9.32.1	stmg_minus_chr9.32
chr9	133227921	133228048	-	stmg_minus_chr9.32.1	stmg_minus_chr9.32
chr9	134294070	134294586	-	stmg_minus_chr9.33.1	stmg_minus_chr9.33
chr9	134295311	134295376	-	stmg_minus_chr9.33.1	stmg_minus_chr9.33
chr9	136375577	136375800	-	stmg_minus_chr9.34.1	stmg_minus_chr9.34
chr9	136376349	136376481	-	stmg_minus_chr9.34.1	stmg_minus_chr9.34
chr9	136377543	136379299	-	stmg_minus_chr9.34.1	stmg_minus_chr9.34
chr9	136379837	136379864	-	stmg_minus_chr9.34.1	stmg_minus_chr9.34
chr9	136380740	136380850	-	stmg_minus_chr9.34.1	stmg_minus_chr9.34
chr9	136381322	136381392	-	stmg_minus_chr9.34.1	stmg_minus_chr9.34
chr9	136381824	136382073	-	stmg_minus_chr9.34.1	stmg_minus_chr9.34
chr9	136382253	136382336	-	stmg_minus_chr9.34.1	stmg_minus_chr9.34
chr9	136383186	136383668	-	stmg_minus_chr9.34.1	stmg_minus_chr9.34
chr9	136383953	136384032	-	stmg_minus_chr9.34.1	stmg_minus_chr9.34
chr9	136384720	136384814	-	stmg_minus_chr9.34.1	stmg_minus_chr9.34
chr9	136387485	136387579	-	stmg_minus_chr9.34.1	stmg_minus_chr9.34
chr9	136387742	136387848	-	stmg_minus_chr9.34.1	stmg_minus_chr9.34
chr9	136388444	136388591	-	stmg_minus_chr9.34.1	stmg_minus_chr9.34
chr9	136391942	136392106	-	stmg_minus_chr9.34.1	stmg_minus_chr9.34
chr9	136392522	136392594	-	stmg_minus_chr9.34.1	stmg_minus_chr9.34
chr9	136392673	136392777	-	stmg_minus_chr9.34.1	stmg_minus_chr9.34
chr9	136394249	136394330	-	stmg_minus_chr9.34.1	stmg_minus_chr9.34
chr9	136394800	136394878	-	stmg_minus_chr9.34.1	stmg_minus_chr9.34
chr9	136395298	136395423	-	stmg_minus_chr9.34.1	stmg_minus_chr9.34
chr9	136395603	136395770	-	stmg_minus_chr9.34.1	stmg_minus_chr9.34
chr9	136396977	136397023	-	stmg_minus_chr9.34.1	stmg_minus_chr9.34
chr9	136398299	136398797	-	stmg_minus_chr9.34.1	stmg_minus_chr9.34
chr9	136428619	136429807	-	stmg_minus_chr9.35.1	stmg_minus_chr9.35
chr9	136430277	136430413	-	stmg_minus_chr9.35.1	stmg_minus_chr9.35
chr9	136431002	136431117	-	stmg_minus_chr9.35.1	stmg_minus_chr9.35
chr9	136431824	136431985	-	stmg_minus_chr9.35.1	stmg_minus_chr9.35
chr9	136432479	136432586	-	stmg_minus_chr9.35.1	stmg_minus_chr9.35
chr9	136432956	136433075	-	stmg_minus_chr9.35.1	stmg_minus_chr9.35
chr9	136433155	136433279	-	stmg_minus_chr9.35.1	stmg_minus_chr9.35
chr9	136434037	136434134	-	stmg_minus_chr9.35.1	stmg_minus_chr9.35
chr9	136434740	136434863	-	stmg_minus_chr9.35.1	stmg_minus_chr9.35
chr9	136438608	136439822	-	stmg_minus_chr9.35.1	stmg_minus_chr9.35
chr10	5234358	5234593	+	stmg_plus_chr10.1.1	stmg_plus_chr10.1
chr10	5262965	5263402	+	stmg_plus_chr10.1.1	stmg_plus_chr10.1
chr10	6737388	6737628	+	stmg_plus_chr10.2.1	stmg_plus_chr10.2
chr10	6738357	6739023	+	stmg_plus_chr10.2.1	stmg_plus_chr10.2
chr10	6779598	6779887	+	stmg_plus_chr10.3.1	stmg_plus_chr10.3
chr10	6781304	6781486	+	stmg_plus_chr10.3.1	stmg_plus_chr10.3
chr10	6833643	6833688	+	stmg_plus_chr10.3.1	stmg_plus_chr10.3
chr10	6837974	6838008	+	stmg_plus_chr10.3.1	stmg_plus_chr10.3
chr10	6840391	6842906	+	stmg_plus_chr10.3.1	stmg_plus_chr10.3
chr10	8970135	8970272	+	stmg_plus_chr10.4.1	stmg_plus_chr10.4
chr10	8972940	8973467	+	stmg_plus_chr10.4.1	stmg_plus_chr10.4
chr10	13415205	13415256	+	stmg_plus_chr10.5.1	stmg_plus_chr10.5
chr10	13422735	13423123	+	stmg_plus_chr10.5.1	stmg_plus_chr10.5
chr10	18659405	18659683	+	stmg_plus_chr10.6.1	stmg_plus_chr10.6
chr10	18666575	18666635	+	stmg_plus_chr10.6.1	stmg_plus_chr10.6
chr10	18668530	18668677	+	stmg_plus_chr10.6.1	stmg_plus_chr10.6
chr10	18672622	18672705	+	stmg_plus_chr10.6.1	stmg_plus_chr10.6
chr10	18673984	18674135	+	stmg_plus_chr10.6.1	stmg_plus_chr10.6
chr10	18675168	18681639	+	stmg_plus_chr10.6.1	stmg_plus_chr10.6
chr10	34816123	34816386	+	stmg_plus_chr10.7.1	stmg_plus_chr10.7
chr10	37883611	37883739	+	stmg_plus_chr10.8.1	stmg_plus_chr10.8
chr10	37884015	37884109	+	stmg_plus_chr10.8.1	stmg_plus_chr10.8
chr10	43138486	43138567	+	stmg_plus_chr10.9.1	stmg_plus_chr10.9
chr10	43154897	43155810	+	stmg_plus_chr10.9.1	stmg_plus_chr10.9
chr10	43158715	43158931	+	stmg_plus_chr10.9.1	stmg_plus_chr10.9
chr10	43160494	43160595	+	stmg_plus_chr10.9.1	stmg_plus_chr10.9
chr10	43163866	43164044	+	stmg_plus_chr10.9.1	stmg_plus_chr10.9
chr10	43167004	43167098	+	stmg_plus_chr10.9.1	stmg_plus_chr10.9
chr10	43175951	43176032	+	stmg_plus_chr10.9.1	stmg_plus_chr10.9
chr10	43183250	43185308	+	stmg_plus_chr10.9.1	stmg_plus_chr10.9
chr10	43420745	43421066	+	stmg_plus_chr10.10.1	stmg_plus_chr10.10
chr10	43421670	43422100	+	stmg_plus_chr10.10.1	stmg_plus_chr10.10
chr10	45678743	45679040	+	stmg_plus_chr10.11.1	stmg_plus_chr10.11
chr10	45681772	45681840	+	stmg_plus_chr10.11.1	stmg_plus_chr10.11
chr10	45684486	45684520	+	stmg_plus_chr10.11.1	stmg_plus_chr10.11
chr10	45692059	45692158	+	stmg_plus_chr10.11.1	stmg_plus_chr10.11
chr10	45694748	45694783	+	stmg_plus_chr10.11.1	stmg_plus_chr10.11
chr10	45698065	45698116	+	stmg_plus_chr10.11.1	stmg_plus_chr10.11
chr10	45698756	45700529	+	stmg_plus_chr10.11.1	stmg_plus_chr10.11
chr10	46109621	46109843	+	stmg_plus_chr10.12.1	stmg_plus_chr10.12
chr10	46110213	46110282	+	stmg_plus_chr10.12.1	stmg_plus_chr10.12
chr10	46112580	46112648	+	stmg_plus_chr10.12.1	stmg_plus_chr10.12
chr10	46115295	46115329	+	stmg_plus_chr10.12.1	stmg_plus_chr10.12
chr10	46123170	46123270	+	stmg_plus_chr10.12.1	stmg_plus_chr10.12
chr10	46125864	46125899	+	stmg_plus_chr10.12.1	stmg_plus_chr10.12
chr10	46129195	46129246	+	stmg_plus_chr10.12.1	stmg_plus_chr10.12
chr10	46129883	46131358	+	stmg_plus_chr10.12.1	stmg_plus_chr10.12
chr10	46816516	46816738	+	stmg_plus_chr10.13.1	stmg_plus_chr10.13
chr10	46819468	46819536	+	stmg_plus_chr10.13.1	stmg_plus_chr10.13
chr10	46822178	46822212	+	stmg_plus_chr10.13.1	stmg_plus_chr10.13
chr10	46832441	46832465	+	stmg_plus_chr10.13.1	stmg_plus_chr10.13
chr10	46870859	46871064	+	stmg_plus_chr10.14.1	stmg_plus_chr10.14
chr10	46873716	46873820	+	stmg_plus_chr10.14.1	stmg_plus_chr10.14
chr10	46875932	46876025	+	stmg_plus_chr10.14.1	stmg_plus_chr10.14
chr10	46876916	46877001	+	stmg_plus_chr10.14.1	stmg_plus_chr10.14
chr10	46878779	46878926	+	stmg_plus_chr10.14.1	stmg_plus_chr10.14
chr10	46880664	46880878	+	stmg_plus_chr10.14.1	stmg_plus_chr10.14
chr10	46883184	46883282	+	stmg_plus_chr10.14.1	stmg_plus_chr10.14
chr10	46888215	46888558	+	stmg_plus_chr10.14.1	stmg_plus_chr10.14
chr10	46894514	46894558	+	stmg_plus_chr10.14.1	stmg_plus_chr10.14
chr10	47322756	47323014	+	stmg_plus_chr10.15.1	stmg_plus_chr10.15
chr10	47324841	47326233	+	stmg_plus_chr10.15.1	stmg_plus_chr10.15
chr10	60734348	60734428	+	stmg_plus_chr10.16.1	stmg_plus_chr10.16
chr10	60741482	60741826	+	stmg_plus_chr10.16.1	stmg_plus_chr10.16
chr10	70404379	70404546	+	stmg_plus_chr10.17.1	stmg_plus_chr10.17
chr10	70419914	70420099	+	stmg_plus_chr10.17.1	stmg_plus_chr10.17
chr10	70421716	70428618	+	stmg_plus_chr10.17.1	stmg_plus_chr10.17
chr10	71878358	71878485	+	stmg_plus_chr10.18.1	stmg_plus_chr10.18
chr10	71878713	71879107	+	stmg_plus_chr10.18.1	stmg_plus_chr10.18
chr10	71964367	71964694	+	stmg_plus_chr10.19.1	stmg_plus_chr10.19
chr10	72005736	72005982	+	stmg_plus_chr10.19.1	stmg_plus_chr10.19
chr10	72007172	72013564	+	stmg_plus_chr10.19.1	stmg_plus_chr10.19
chr10	86521945	86522409	+	stmg_plus_chr10.20.1	stmg_plus_chr10.20
chr10	86522509	86525101	+	stmg_plus_chr10.20.1	stmg_plus_chr10.20
chr10	89414586	89414803	+	stmg_plus_chr10.21.1	stmg_plus_chr10.21
chr10	89417205	89421001	+	stmg_plus_chr10.21.1	stmg_plus_chr10.21
chr10	97498869	97499273	+	stmg_plus_chr10.22.1	stmg_plus_chr10.22
chr10	97567914	97568141	+	stmg_plus_chr10.22.1	stmg_plus_chr10.22
chr10	97570138	97571209	+	stmg_plus_chr10.22.1	stmg_plus_chr10.22
chr10	99431197	99431265	+	stmg_plus_chr10.23.1	stmg_plus_chr10.23
chr10	99433546	99433940	+	stmg_plus_chr10.23.1	stmg_plus_chr10.23
chr10	99435505	99435553	+	stmg_plus_chr10.23.1	stmg_plus_chr10.23
chr10	100347124	100347531	+	stmg_plus_chr10.24.1	stmg_plus_chr10.24
chr10	100348064	100348346	+	stmg_plus_chr10.24.1	stmg_plus_chr10.24
chr10	100352366	100352496	+	stmg_plus_chr10.24.1	stmg_plus_chr10.24
chr10	100354427	100354632	+	stmg_plus_chr10.24.1	stmg_plus_chr10.24
chr10	100356532	100356764	+	stmg_plus_chr10.24.1	stmg_plus_chr10.24
chr10	100360734	100364833	+	stmg_plus_chr10.24.1	stmg_plus_chr10.24
chr10	100373615	100374012	+	stmg_plus_chr10.25.1	stmg_plus_chr10.25
chr10	100381216	100383368	+	stmg_plus_chr10.25.1	stmg_plus_chr10.25
chr10	102226330	102226649	+	stmg_plus_chr10.26.1	stmg_plus_chr10.26
chr10	102227626	102227757	+	stmg_plus_chr10.26.1	stmg_plus_chr10.26
chr10	102228417	102228568	+	stmg_plus_chr10.26.1	stmg_plus_chr10.26
chr10	102228825	102229589	+	stmg_plus_chr10.26.1	stmg_plus_chr10.26
chr10	112888742	112888807	+	stmg_plus_chr10.27.1	stmg_plus_chr10.27
chr10	112890966	112891072	+	stmg_plus_chr10.27.1	stmg_plus_chr10.27
chr10	112905977	112906020	+	stmg_plus_chr10.27.1	stmg_plus_chr10.27
chr10	123135966	123136450	+	stmg_plus_chr10.28.1	stmg_plus_chr10.28
chr10	123137058	123137741	+	stmg_plus_chr10.28.1	stmg_plus_chr10.28
chr10	123148145	123148646	+	stmg_plus_chr10.29.1	stmg_plus_chr10.29
chr10	123149570	123150672	+	stmg_plus_chr10.29.1	stmg_plus_chr10.29
chr10	129769196	129769422	+	stmg_plus_chr10.30.1	stmg_plus_chr10.30
chr10	131891834	131892989	+	stmg_plus_chr10.31.1	stmg_plus_chr10.31
chr10	131895113	131895296	+	stmg_plus_chr10.31.1	stmg_plus_chr10.31
chr10	133237409	133238155	+	stmg_plus_chr10.32.1	stmg_plus_chr10.32
chr10	133239676	133239836	+	stmg_plus_chr10.32.1	stmg_plus_chr10.32
chr10	133239932	133241924	+	stmg_plus_chr10.32.1	stmg_plus_chr10.32
chr10	5266035	5266685	-	stmg_minus_chr10.1.1	stmg_minus_chr10.1
chr10	5271198	5271235	-	stmg_minus_chr10.1.1	stmg_minus_chr10.1
chr10	5594991	5595579	-	stmg_minus_chr10.2.1	stmg_minus_chr10.2
chr10	5596011	5596116	-	stmg_minus_chr10.2.1	stmg_minus_chr10.2
chr10	6774307	6774935	-	stmg_minus_chr10.3.1	stmg_minus_chr10.3
chr10	6779111	6779170	-	stmg_minus_chr10.3.1	stmg_minus_chr10.3
chr10	7445558	7445792	-	stmg_minus_chr10.4.1	stmg_minus_chr10.4
chr10	7467397	7467526	-	stmg_minus_chr10.4.1	stmg_minus_chr10.4
chr10	7469434	7469593	-	stmg_minus_chr10.4.1	stmg_minus_chr10.4
chr10	9758788	9758967	-	stmg_minus_chr10.5.1	stmg_minus_chr10.5
chr10	9759079	9759223	-	stmg_minus_chr10.5.1	stmg_minus_chr10.5
chr10	15016906	15017044	-	stmg_minus_chr10.6.1	stmg_minus_chr10.6
chr10	15017227	15017291	-	stmg_minus_chr10.6.1	stmg_minus_chr10.6
chr10	15018051	15018152	-	stmg_minus_chr10.6.1	stmg_minus_chr10.6
chr10	15021804	15021855	-	stmg_minus_chr10.6.1	stmg_minus_chr10.6
chr10	21340253	21340313	-	stmg_minus_chr10.7.1	stmg_minus_chr10.7
chr10	21354671	21354764	-	stmg_minus_chr10.7.1	stmg_minus_chr10.7
chr10	21368497	21368555	-	stmg_minus_chr10.7.1	stmg_minus_chr10.7
chr10	21369967	21370115	-	stmg_minus_chr10.7.1	stmg_minus_chr10.7
chr10	21372895	21372947	-	stmg_minus_chr10.7.1	stmg_minus_chr10.7
chr10	33759713	33760575	-	stmg_minus_chr10.8.1	stmg_minus_chr10.8
chr10	33765750	33767346	-	stmg_minus_chr10.8.1	stmg_minus_chr10.8
chr10	33772183	33772639	-	stmg_minus_chr10.8.1	stmg_minus_chr10.8
chr10	42674197	42674357	-	stmg_minus_chr10.9.1	stmg_minus_chr10.9
chr10	42683358	42683460	-	stmg_minus_chr10.9.1	stmg_minus_chr10.9
chr10	42685951	42686016	-	stmg_minus_chr10.9.1	stmg_minus_chr10.9
chr10	42691535	42691721	-	stmg_minus_chr10.9.1	stmg_minus_chr10.9
chr10	44259602	44260145	-	stmg_minus_chr10.10.1	stmg_minus_chr10.10
chr10	44261517	44261809	-	stmg_minus_chr10.10.1	stmg_minus_chr10.10
chr10	47581212	47581358	-	stmg_minus_chr10.11.1	stmg_minus_chr10.11
chr10	47581459	47581564	-	stmg_minus_chr10.11.1	stmg_minus_chr10.11
chr10	48050282	48050421	-	stmg_minus_chr10.12.1	stmg_minus_chr10.12
chr10	48051657	48051778	-	stmg_minus_chr10.12.1	stmg_minus_chr10.12
chr10	48052504	48052644	-	stmg_minus_chr10.12.1	stmg_minus_chr10.12
chr10	48053547	48053735	-	stmg_minus_chr10.12.1	stmg_minus_chr10.12
chr10	48057386	48057465	-	stmg_minus_chr10.12.1	stmg_minus_chr10.12
chr10	48058741	48058930	-	stmg_minus_chr10.12.1	stmg_minus_chr10.12
chr10	48059827	48060016	-	stmg_minus_chr10.12.1	stmg_minus_chr10.12
chr10	52765380	52768510	-	stmg_minus_chr10.13.1	stmg_minus_chr10.13
chr10	52769247	52769315	-	stmg_minus_chr10.13.1	stmg_minus_chr10.13
chr10	52770670	52770786	-	stmg_minus_chr10.13.1	stmg_minus_chr10.13
chr10	52771449	52771700	-	stmg_minus_chr10.13.1	stmg_minus_chr10.13
chr10	52973510	52973690	-	stmg_minus_chr10.14.1	stmg_minus_chr10.14
chr10	52974665	52974800	-	stmg_minus_chr10.14.1	stmg_minus_chr10.14
chr10	52975740	52975773	-	stmg_minus_chr10.14.1	stmg_minus_chr10.14
chr10	72935173	72935738	-	stmg_minus_chr10.15.1	stmg_minus_chr10.15
chr10	72941169	72941334	-	stmg_minus_chr10.15.1	stmg_minus_chr10.15
chr10	72942652	72942740	-	stmg_minus_chr10.15.1	stmg_minus_chr10.15
chr10	72954475	72954777	-	stmg_minus_chr10.15.1	stmg_minus_chr10.15
chr10	73005835	73006594	-	stmg_minus_chr10.16.1	stmg_minus_chr10.16
chr10	73098044	73101296	-	stmg_minus_chr10.17.1	stmg_minus_chr10.17
chr10	73631654	73632161	-	stmg_minus_chr10.18.1	stmg_minus_chr10.18
chr10	73633900	73634065	-	stmg_minus_chr10.18.1	stmg_minus_chr10.18
chr10	73634484	73634733	-	stmg_minus_chr10.18.1	stmg_minus_chr10.18
chr10	73637744	73637922	-	stmg_minus_chr10.18.1	stmg_minus_chr10.18
chr10	73639945	73640035	-	stmg_minus_chr10.18.1	stmg_minus_chr10.18
chr10	73641411	73641757	-	stmg_minus_chr10.18.1	stmg_minus_chr10.18
chr10	87387326	87387416	-	stmg_minus_chr10.19.1	stmg_minus_chr10.19
chr10	87388009	87388171	-	stmg_minus_chr10.19.1	stmg_minus_chr10.19
chr10	87388652	87388876	-	stmg_minus_chr10.19.1	stmg_minus_chr10.19
chr10	87389089	87389235	-	stmg_minus_chr10.19.1	stmg_minus_chr10.19
chr10	87389336	87389360	-	stmg_minus_chr10.19.1	stmg_minus_chr10.19
chr10	90912096	90912976	-	stmg_minus_chr10.20.1	stmg_minus_chr10.20
chr10	90915543	90915641	-	stmg_minus_chr10.20.1	stmg_minus_chr10.20
chr10	90915782	90915880	-	stmg_minus_chr10.20.1	stmg_minus_chr10.20
chr10	90916171	90916269	-	stmg_minus_chr10.20.1	stmg_minus_chr10.20
chr10	90917732	90917830	-	stmg_minus_chr10.20.1	stmg_minus_chr10.20
chr10	90918865	90918972	-	stmg_minus_chr10.20.1	stmg_minus_chr10.20
chr10	90919131	90919268	-	stmg_minus_chr10.20.1	stmg_minus_chr10.20
chr10	90920169	90920348	-	stmg_minus_chr10.20.1	stmg_minus_chr10.20
chr10	90921001	90921269	-	stmg_minus_chr10.20.1	stmg_minus_chr10.20
chr10	91628442	91630866	-	stmg_minus_chr10.21.1	stmg_minus_chr10.21
chr10	91632956	91633054	-	stmg_minus_chr10.21.1	stmg_minus_chr10.21
chr10	97677424	97678025	-	stmg_minus_chr10.22.1	stmg_minus_chr10.22
chr10	97679619	97679915	-	stmg_minus_chr10.22.1	stmg_minus_chr10.22
chr10	97686766	97687316	-	stmg_minus_chr10.22.1	stmg_minus_chr10.22
chr10	97766751	97767860	-	stmg_minus_chr10.23.1	stmg_minus_chr10.23
chr10	97769668	97769745	-	stmg_minus_chr10.23.1	stmg_minus_chr10.23
chr10	97771305	97771813	-	stmg_minus_chr10.23.1	stmg_minus_chr10.23
chr10	99651989	99652210	-	stmg_minus_chr10.24.1	stmg_minus_chr10.24
chr10	99653825	99653890	-	stmg_minus_chr10.24.1	stmg_minus_chr10.24
chr10	101704673	101704705	-	stmg_minus_chr10.25.1	stmg_minus_chr10.25
chr10	101708165	101708401	-	stmg_minus_chr10.25.1	stmg_minus_chr10.25
chr10	102673731	102676941	-	stmg_minus_chr10.26.1	stmg_minus_chr10.26
chr10	102685816	102686001	-	stmg_minus_chr10.26.1	stmg_minus_chr10.26
chr10	102689893	102689943	-	stmg_minus_chr10.26.1	stmg_minus_chr10.26
chr10	102699373	102699489	-	stmg_minus_chr10.26.1	stmg_minus_chr10.26
chr10	102705346	102705489	-	stmg_minus_chr10.26.1	stmg_minus_chr10.26
chr10	102714273	102714407	-	stmg_minus_chr10.26.1	stmg_minus_chr10.26
chr10	103472804	103473704	-	stmg_minus_chr10.27.1	stmg_minus_chr10.27
chr10	103476294	103476549	-	stmg_minus_chr10.27.1	stmg_minus_chr10.27
chr10	103478746	103479237	-	stmg_minus_chr10.27.1	stmg_minus_chr10.27
chr10	104351592	104351927	-	stmg_minus_chr10.28.1	stmg_minus_chr10.28
chr10	104353118	104353575	-	stmg_minus_chr10.28.1	stmg_minus_chr10.28
chr10	104474942	104475653	-	stmg_minus_chr10.29.1	stmg_minus_chr10.29
chr10	104476902	104477057	-	stmg_minus_chr10.29.1	stmg_minus_chr10.29
chr10	104480133	104480271	-	stmg_minus_chr10.29.1	stmg_minus_chr10.29
chr10	108547983	108548357	-	stmg_minus_chr10.30.1	stmg_minus_chr10.30
chr10	108549905	108549957	-	stmg_minus_chr10.30.1	stmg_minus_chr10.30
chr10	126413870	126414738	-	stmg_minus_chr10.31.1	stmg_minus_chr10.31
chr10	126416800	126416911	-	stmg_minus_chr10.31.1	stmg_minus_chr10.31
chr10	126417716	126417808	-	stmg_minus_chr10.31.1	stmg_minus_chr10.31
chr10	126421787	126421871	-	stmg_minus_chr10.31.1	stmg_minus_chr10.31
chr10	132511626	132512161	-	stmg_minus_chr10.32.1	stmg_minus_chr10.32
chr10	132518094	132518191	-	stmg_minus_chr10.32.1	stmg_minus_chr10.32
chr11	529161	529650	+	stmg_plus_chr11.1.1	stmg_plus_chr11.1
chr11	1157963	1158072	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1160612	1160689	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1161527	1161586	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1161907	1162168	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1162532	1162646	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1162955	1163045	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1163882	1163991	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1164106	1164319	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1164407	1164532	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1165302	1165419	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1165622	1165760	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1167877	1167987	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1168483	1168552	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1168642	1168779	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1168862	1169026	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1172429	1172523	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1174496	1174622	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1174882	1175137	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1175218	1175270	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1176151	1176251	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1176514	1176665	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1176928	1177066	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1177231	1177344	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1177454	1177633	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1178444	1178683	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1179092	1179248	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1180022	1180150	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1180354	1180516	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1181139	1181182	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1181271	1181459	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1182155	1192525	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1192783	1192982	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1193485	1193659	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1194110	1194360	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1194487	1194670	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1195012	1195279	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1195876	1196054	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1196388	1196475	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1196617	1196720	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1196877	1196908	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1197468	1197639	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1197903	1198004	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1198268	1198305	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1198874	1198996	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1199087	1199185	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1199371	1199490	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1199695	1199764	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1199855	1199969	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1200438	1201138	+	stmg_plus_chr11.2.1	stmg_plus_chr11.2
chr11	1902653	1902724	+	stmg_plus_chr11.3.1	stmg_plus_chr11.3
chr11	1903104	1903256	+	stmg_plus_chr11.3.1	stmg_plus_chr11.3
chr11	1907832	1907914	+	stmg_plus_chr11.3.1	stmg_plus_chr11.3
chr11	1991101	1991259	+	stmg_plus_chr11.4.1	stmg_plus_chr11.4
chr11	1991938	1992280	+	stmg_plus_chr11.4.1	stmg_plus_chr11.4
chr11	1993255	1993463	+	stmg_plus_chr11.4.1	stmg_plus_chr11.4
chr11	4187140	4187204	+	stmg_plus_chr11.5.1	stmg_plus_chr11.5
chr11	4202259	4202655	+	stmg_plus_chr11.5.1	stmg_plus_chr11.5
chr11	12066970	12067003	+	stmg_plus_chr11.6.1	stmg_plus_chr11.6
chr11	12072191	12073013	+	stmg_plus_chr11.6.1	stmg_plus_chr11.6
chr11	12086899	12087120	+	stmg_plus_chr11.7.1	stmg_plus_chr11.7
chr11	12089122	12089434	+	stmg_plus_chr11.7.1	stmg_plus_chr11.7
chr11	32829943	32830173	+	stmg_plus_chr11.8.1	stmg_plus_chr11.8
chr11	32830508	32830632	+	stmg_plus_chr11.8.1	stmg_plus_chr11.8
chr11	32836658	32836821	+	stmg_plus_chr11.8.1	stmg_plus_chr11.8
chr11	32838882	32838930	+	stmg_plus_chr11.8.1	stmg_plus_chr11.8
chr11	32840107	32840239	+	stmg_plus_chr11.8.1	stmg_plus_chr11.8
chr11	32853296	32858123	+	stmg_plus_chr11.8.1	stmg_plus_chr11.8
chr11	38499001	38499234	+	stmg_plus_chr11.9.1	stmg_plus_chr11.9
chr11	38499917	38500171	+	stmg_plus_chr11.9.1	stmg_plus_chr11.9
chr11	46238398	46238505	+	stmg_plus_chr11.10.1	stmg_plus_chr11.10
chr11	46238739	46239267	+	stmg_plus_chr11.10.1	stmg_plus_chr11.10
chr11	60029898	60029929	+	stmg_plus_chr11.11.1	stmg_plus_chr11.11
chr11	60030802	60031003	+	stmg_plus_chr11.11.1	stmg_plus_chr11.11
chr11	60906789	60907282	+	stmg_plus_chr11.12.1	stmg_plus_chr11.12
chr11	60909427	60909740	+	stmg_plus_chr11.12.1	stmg_plus_chr11.12
chr11	65170221	65170261	+	stmg_plus_chr11.13.1	stmg_plus_chr11.13
chr11	65171327	65171499	+	stmg_plus_chr11.13.1	stmg_plus_chr11.13
chr11	65171943	65172001	+	stmg_plus_chr11.13.1	stmg_plus_chr11.13
